num_cr,page_table_start,page_table_end,title,company,date,cell,line_order
3,20,20,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-15,Transmettre au OCTANT  OPC les fiches technique des matériaux et matériels que vous souhaitez mettre en œuvre pour observation / copie BC ,2
3,20,20,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,4
3,20,20,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-15,Organisation de chantier selon directives de l’OPC ,6
3,20,20,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-15,Constat d’huissier des avoisinants à faire avant intervention sur site ,8
3,20,20,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-22,"Vous annoncez installer la base vie le 2 mai 11, idem clôtures",9
3,21,21,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Transmettre au OCTANT  OPC les fiches technique des matériaux et matériels que vous souhaitez mettre en œuvre pour observation / copie BC ,2
3,21,21,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,4
3,21,21,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Organisation de chantier selon directives de l’OPC ,6
3,21,21,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-29,"Transmettre réservation de vos complexe à SICRE copie OCTANT / BC +détail PAC goulottes, tête de bassin, détail siphons, compris 
échantillons ",9
3,22,22,Lot 24 – VRD,COLAS ,2011-03-15,"Votre plan des réseaux d’assainissement est refusé car sous dimensionné, vous devez rester conforme aux prescriptions du cabinet D&H PAYSAGES ",2
3,22,22,Lot 24 – VRD,COLAS ,2011-03-15,Transmettre au OCTANT  OPC les fiches technique des matériaux et matériels que vous souhaitez mettre en œuvre pour observation / copie BC ,4
3,22,22,Lot 24 – VRD,COLAS ,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,6
3,22,22,Lot 24 – VRD,COLAS ,2011-03-15,Organisation de chantier selon directives de l’OPC ,8
3,22,22,Lot 24 – VRD,COLAS ,2011-03-15,Constat d’huissier des avoisinants à faire avant intervention sur site A TRANSMETTRE ,10
3,22,22,Lot 24 – VRD,COLAS ,2011-03-22,"Transmettre le plan PAC des dalot et coupes, ces derniers ferons 3Mx1.5M HT+ transmettre note de calcul ",12
3,22,22,Lot 24 – VRD,COLAS ,2011-03-22,Répondre aux observations de D&H ,14
3,22,22,Lot 24 – VRD,COLAS ,2011-03-29,"Répondre aux observations du BC sur le dalot + pieux + clavetage des éléments béton + point des candélabres : 
Note de calculs Cadre béton pour dallo 300*150 25/03/2011 28/03/2011 OB 
La note de calcul ne correspond pas à la coupe de principe transmise notamment au 
niveau du nombre et de la répartition des pieux en bois. 
Pas de détail au niveau du clavetage (ferraillage et assemblage?) 
Pourquoi ceux ci ne sont ils pas considéré comme des points durs dans le calcul des 
cadres. 
Il est indiqué dans la note de calcul une contrainte à l'ELS de sol de 1,5 bar en 
l'absence d'étude de sol. Il me semble qu'il y a une étude de sol et un géotechnicien 
ayant une mission G3 et G4 sur cette opération pourriez vous le consulter. 
Fiche technique Bordures T2, P3, A2, caniveaux CS2 et CC2 en béton préfabriqué 
classe U 
25/03/2011 28/03/2011 AF 
> Plan Coupe sur Dallo 25/03/2011 28/03/2011 ",29
3,22,22,Lot 24 – VRD,COLAS ,2011-03-29,Transmettre échantillon de mur de soutènement à OCTANT et Copie D&H ,31
4,28,29,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,2
4,28,29,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-15,Constat d’huissier des avoisinants à faire avant intervention sur site ,4
4,28,29,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-22,"Vous annoncez installer la base vie le 2 mai 11, idem clôtures",5
4,28,29,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-05,"Vous devez les installations électrique selon le CCAP et votre CCTP 
INSTALLATIONS DE CHANTIER A LA CHARGE ET AU FRAIS DU PRESENT LOT 
Branchements 
· Afin de répondre aux obligations du décret du 26/12/94, l’Entrepreneur du présent lot se chargera de faire 
effectuer par les concessionnaires, les branchements électriques, eau assainissement, téléphone, etc... 
nécessaires à la vie du chantier, depuis les réseaux en domaine public jusqu’en limite de propriété du site, 
ainsi que de la limite de propriété jusqu’au point de raccordement électrique / AEP nécessaires au 
déroulement de chantier. l’Entrepreneur du présent lot prendra en compte le coût financier de ces 
branchements à la remise de son offre. 
· Les raccordements secondaires seront conformes au plan d’installation de chantier et à la charge du 
présent lot. ",20
4,28,29,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-05,EXTRAIT du CCAP ,22
4,28,29,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-05,Suite à nos demandes vous fournissez oralement les descentes de charges du bardage en terre cuite et annoncez : 42kg/m² ,24
4,28,29,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-05,"Suite à votre proposition, nous refusons les gradins ou escaliers préfabriqués 
Nous refusons les facettes sur les voiles ",27
4,30,30,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Transmettre au OCTANT  OPC les fiches technique des matériaux et matériels que vous souhaitez mettre en œuvre pour observation / copie BC ,2
4,30,30,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,4
4,30,30,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Organisation de chantier selon directives de l’OPC ,6
4,30,30,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-29,"Transmettre réservation de vos complexe à SICRE copie OCTANT / BC +détail PAC goulottes, tête de bassin, détail siphons, compris échantillons ",8
4,31,31,Lot 24 – VRD,COLAS ,2011-03-15,"Votre plan des réseaux d’assainissement est refusé car sous dimensionné, vous devez rester conforme aux prescriptions du cabinet D&H PAYSAGES ",2
4,31,31,Lot 24 – VRD,COLAS ,2011-03-15,Transmettre au OCTANT  OPC les fiches technique des matériaux et matériels que vous souhaitez mettre en œuvre pour observation / copie BC ,4
4,31,31,Lot 24 – VRD,COLAS ,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,6
4,31,31,Lot 24 – VRD,COLAS ,2011-03-15,Organisation de chantier selon directives de l’OPC ,8
4,31,31,Lot 24 – VRD,COLAS ,2011-03-15,Constat d’huissier des avoisinants à faire avant intervention sur site A TRANSMETTRE ,10
4,31,31,Lot 24 – VRD,COLAS ,2011-03-22,"Transmettre le plan PAC des dalot et coupes, ces derniers ferons 3Mx1.5M HT+ transmettre note de calcul ",12
4,31,31,Lot 24 – VRD,COLAS ,2011-03-22,Répondre aux observations de D&H ,14
4,31,31,Lot 24 – VRD,COLAS ,2011-03-29,"Répondre aux observations du BC sur le dalot + pieux + clavetage des éléments béton + point des candélabres : 
Note de calculs Cadre béton pour dallo 300*150 25/03/2011 28/03/2011 OB 
La note de calcul ne correspond pas à la coupe de principe transmise notamment au 
niveau du nombre et de la répartition des pieux en bois. 
Pas de détail au niveau du clavetage (ferraillage et assemblage?) 
Pourquoi ceux ci ne sont ils pas considéré comme des points durs dans le calcul des 
cadres. 
Il est indiqué dans la note de calcul une contrainte à l'ELS de sol de 1,5 bar en 
l'absence d'étude de sol. Il me semble qu'il y a une étude de sol et un géotechnicien 
ayant une mission G3 et G4 sur cette opération pourriez vous le consulter. 
Fiche technique Bordures T2, P3, A2, caniveaux CS2 et CC2 en béton préfabriqué 
classe U 
25/03/2011 28/03/2011 AF 
> Plan Coupe sur Dallo 25/03/2011 28/03/2011 FAIT ",29
4,31,31,Lot 24 – VRD,COLAS ,2011-03-29,Transmettre échantillon de mur de soutènement à OCTANT et Copie D&H ,31
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,2
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-15,Constat d’huissier des avoisinants à faire avant intervention sur site ,4
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-22,"Vous annoncez installer la base vie le 2 mai 11, idem clôtures
LE 12/04/11 : à ce jour les clôtures sont posées à 80% ",6
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-05,"Vous devez les installations électrique selon le CCAP et votre CCTP 
INSTALLATIONS DE CHANTIER A LA CHARGE ET AU FRAIS DU PRESENT LOT 
Branchements 
· Afin de répondre aux obligations du décret du 26/12/94, l’Entrepreneur du présent lot se chargera de faire 
effectuer par les concessionnaires, les branchements électriques, eau assainissement, téléphone, etc... 
nécessaires à la vie du chantier, depuis les réseaux en domaine public jusqu’en limite de propriété du site, 
ainsi que de la limite de propriété jusqu’au point de raccordement électrique / AEP nécessaires au 
déroulement de chantier. l’Entrepreneur du présent lot prendra en compte le coût financier de ces 
branchements à la remise de son offre. 
· Les raccordements secondaires seront conformes au plan d’installation de chantier et à la charge du 
présent lot. ",21
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-05,EXTRAIT du CCAP ,23
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-05,Suite à nos demandes vous fournissez oralement les descentes de charges du bardage en terre cuite et annoncez : 42kg/m² ,26
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-05,"Suite à votre proposition, nous refusons les gradins ou escaliers préfabriqués 
Nous refusons les facettes sur les voiles ",29
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,Positionnement des panneaux de chantier à prendre en compte ,34
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,Transmettre les FT des granulats pour les plateformes GO ,36
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,"Vous proposez un traitement à la chaux sur la croute de surface des plateformes, et mise en œuvre suivant CCTP des couches prévues  ",38
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,"Provisoirement une pose de barrière HERAS sera posé au pourtour des tête des forages, transmettre dans l’entre fait les fiches technique 
des ouvrages de protection des têtes de forage pour validation ",41
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,Transmettre la fiche technique des habillage/bardage intérieurs et extérieurs ,43
5,37,39,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,Présenter vos plans PAC pour études à Mr KUENTZ qui sera présent le 15/04/11 en vos locaux pour point structure ,45
5,40,40,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Transmettre au OCTANT  OPC les fiches technique des matériaux et matériels que vous souhaitez mettre en œuvre pour observation / copie BC ,2
5,40,40,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,4
5,40,40,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Organisation de chantier selon directives de l’OPC ,6
5,40,40,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-29,"Transmettre réservation de vos complexe à SICRE copie OCTANT / BC +détail PAC goulottes, tête de bassin, détail siphons, compris échantillons ",8
5,40,40,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-12,Transmettre sans délais vos réservations de sols ,10
5,41,41,Lot 24 – VRD,COLAS ,2011-03-15,"Votre plan des réseaux d’assainissement est refusé car sous dimensionné, vous devez rester conforme aux prescriptions du cabinet D&H PAYSAGES ",2
5,41,41,Lot 24 – VRD,COLAS ,2011-03-15,Transmettre au OCTANT  OPC les fiches technique des matériaux et matériels que vous souhaitez mettre en œuvre pour observation / copie BC ,4
5,41,41,Lot 24 – VRD,COLAS ,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,6
5,41,41,Lot 24 – VRD,COLAS ,2011-03-15,Organisation de chantier selon directives de l’OPC ,8
5,41,41,Lot 24 – VRD,COLAS ,2011-03-15,Constat d’huissier des avoisinants à faire avant intervention sur site A TRANSMETTRE ,10
5,41,41,Lot 24 – VRD,COLAS ,2011-03-22,"Transmettre le plan PAC des dalot et coupes, ces derniers ferons 3Mx1.5M HT+ transmettre note de calcul ",12
5,41,41,Lot 24 – VRD,COLAS ,2011-03-22,Répondre aux observations de D&H ,14
5,41,41,Lot 24 – VRD,COLAS ,2011-03-29,"Répondre aux observations du BC sur le dalot  FAIT + pieux FAIT + clavetage des éléments béton  FAIT + point des candélabres A FAIRE : 
Note de calculs Cadre béton pour dallo 300*150 25/03/2011 28/03/2011 OB REPONSE FAITE VSO 
La note de calcul ne correspond pas à la coupe de principe transmise notamment au 
niveau du nombre et de la répartition des pieux en bois. 
Pas de détail au niveau du clavetage (ferraillage et assemblage?) 
Pourquoi ceux ci ne sont ils pas considéré comme des points durs dans le calcul des 
cadres. 
Il est indiqué dans la note de calcul une contrainte à l'ELS de sol de 1,5 bar en 
l'absence d'étude de sol. Il me semble qu'il y a une étude de sol et un géotechnicien 
ayant une mission G3 et G4 sur cette opération pourriez vous le consulter. 
Fiche technique Bordures T2, P3, A2, caniveaux CS2 et CC2 en béton préfabriqué 
classe U 
25/03/2011 28/03/2011 AF 
> Plan Coupe sur Dallo 25/03/2011 28/03/2011 FAIT ",29
5,41,41,Lot 24 – VRD,COLAS ,2011-03-29,Transmettre échantillon de mur de soutènement à OCTANT et Copie D&H A FAIRE ,31
5,41,41,Lot 24 – VRD,COLAS ,2011-04-05,"avis et observations de D&H sur les fiches de demande d’agrément de l’entreprise COLAS suivantes : n° 9 bis, 9 ter, 11 bis et 11 ter, 24 bis, 28, 30, 
31 et 31 bis.  
Ces agréments restent sous réserves des avis et observations du Bureau de Contrôle VERITAS et de la Maîtrise d’Ouvrage, notamment en ce qui 
concerne le passage sur le courant des Hamaïdes et les séparateurs d’hydrocarbures.  
Nous reconduisons la précédente remarque, à savoir que certaines fiches doivent être complétées par l’entreprise avec des plans d’atelier et de 
chantier ainsi que par des fiches techniques complémentaires (voir fiches, ex : tampons à remplissage, joints sans retrait, pieux de fondation du 
dalot,…). 
De plus les finitions et teintes des matériaux des revêtements de sols doivent être validés dans le cadre de la polychromie générale de l’ouvrage. Les 
échantillons peuvent d’ores et déjà être transmis à OCTANT.  ",41
5,41,41,Lot 24 – VRD,COLAS ,2011-04-05,"ADEX no 3 du 07/04/2011 
pour l'affaire 1893172/1 - SAINT AMAND LES EAUX CONSTRUCTION D'UN CENTRE AQUATIQUE 
Plan Coupe sur Dalot 28/03/2011 / 28/03/2011 AF 
Note de calculs A cadre béton 300*125 31/03/2011 / 31/03/2011 AF ",46
5,41,41,Lot 24 – VRD,COLAS ,2011-04-05,Lors de la réunion OPC trouver interface SONDEFOR ,48
5,41,41,Lot 24 – VRD,COLAS ,2011-04-05,"Vous êtes en attente de validation sur / 
Candélabres 
Vannes de sectionnement pour coupure des regards ",52
5,41,41,Lot 24 – VRD,COLAS ,2011-04-05,Vous êtes en attente du choix de coloris pour les murs de soutènement ,54
5,41,41,Lot 24 – VRD,COLAS ,2011-04-05,AVIS N°3 validé par le BC erratum sur l’ADEX n°3 ,56
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-15,Constat d’huissier des avoisinants à faire avant intervention sur site FAIT A TRANSMETTRE ,2
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-03-22,"Vous annoncez installer la base vie le 2 mai 11, idem clôtures
LE 12/04/11 : à ce jour les clôtures sont posées à 80% ",4
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-05,Suite à nos demandes vous fournissez oralement les descentes de charges du bardage en terre cuite et annoncez : 42kg/m²,5
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-05,"Suite à votre proposition, nous refusons les gradins ou escaliers préfabriqués 
Nous refusons les facettes sur les voiles ",8
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,Positionnement des panneaux de chantier à prendre en compte ,13
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,Transmettre les FT des granulats pour les plateformes GO  ,15
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,"Provisoirement une pose de barrière HERAS sera posé au pourtour des tête des forages, transmettre dans l’entre fait les fiches technique des ouvrages 
de protection des têtes de forage pour validation ",18
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,Transmettre la fiche technique des habillage/bardage intérieurs et extérieurs NON FAIT RETARDS ,20
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-12,Présenter vos plans PAC pour études à Mr KUENTZ qui sera présent le 15/04/11 en vos locaux pour point structure VU ,22
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-26,"Transmettre les FT des complexes d’étanchéité des voiles périphérique avec copie BC et GEOTECHNICIEN pour analyse des frottements
des remblais sur les voiles, et impactant sur les DDC des pieux ",24
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-26,Vous annoncez une nouvelle date de pose des installations de chantier au 09/05 au lieu du 02 annoncé précédemment ,26
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-26,"Transmettre PAC des clavetages sur dalle alvéolaire ou pré dalles, nous ne pouvons accepter de corbeau en retombée de plancher, nous vous 
rappelons qu’il n’y a pas de FP sur toutes les zones et qu’il y a des vides périphérique ",29
6,47,48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-26,Vous présentez afin de faire un point sur les implantations du bâtiment vis-à-vis des limites de propriété et des réseaux de COLAS ,31
6,50,50,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Transmettre au OCTANT  OPC les fiches technique des matériaux et matériels que vous souhaitez mettre en œuvre pour observation / copie BC ,2
6,50,50,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,4
6,50,50,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-15,Organisation de chantier selon directives de l’OPC ,6
6,50,50,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-03-29,"Transmettre réservation de vos complexe à SICRE copie OCTANT / BC +détail PAC goulottes, tête de bassin, détail siphons, compris échantillons ",8
6,50,50,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-12,Transmettre sans délais vos réservations de sols ,10
6,50,50,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,"Nous vous demandons une dernière fois avant sanction, vos réservations de sols et parois toutes zones ",12
6,50,50,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,Transmettre votre dossier technique à OCTANT et copie au BC ,14
6,50,50,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,"Transmettre vos détail PAC sur les points à étancher, siphons, ancrages, relevés, chanfreins etc. etc ",16
6,50,51,Lot 24 – VRD,COLAS ,2011-03-15,"Votre plan des réseaux d’assainissement est refusé car sous dimensionné, vous devez rester conforme aux prescriptions du cabinet D&H PAYSAGES ",2
6,50,51,Lot 24 – VRD,COLAS ,2011-03-15,Transmettre au OCTANT  OPC les fiches technique des matériaux et matériels que vous souhaitez mettre en œuvre pour observation / copie BC ,4
6,50,51,Lot 24 – VRD,COLAS ,2011-03-15,Transmettre les documents selon liste des documents à transmettre par les entreprises ,6
6,50,51,Lot 24 – VRD,COLAS ,2011-03-15,Organisation de chantier selon directives de l’OPC ,8
6,50,51,Lot 24 – VRD,COLAS ,2011-03-15,Constat d’huissier des avoisinants à faire avant intervention sur site A TRANSMETTRE ,10
6,50,51,Lot 24 – VRD,COLAS ,2011-03-22,"Transmettre le plan PAC des dalot et coupes, ces derniers ferons 3Mx1.5M HT+ transmettre note de calcul ",12
6,50,51,Lot 24 – VRD,COLAS ,2011-03-22,Répondre aux observations de D&H ,14
