cell,dates,nums_cr,pages_table_start,line_order,title
Vu ,['28-07-2011'],[43],[388],499,SSI
afin de ne pas bloquer le,['20-01-2012'],[43],[388],142,SSI
"charpentier 
Le 01/03/12 travaux en cours : 50% ",['20-01-2012'],[43],[388],152,SSI
"compte rendu suite à la réunion SSI organisé en date du 30 juin 2011.
L’ensemble des entreprises me fourniront leur dossier technique sous format papier. 
Les clapets coupe-feu seront auto commandés. 
La centrale de traitement d’air ayant un débit supérieure à 10000m³/h, il y aura lieu de mettre en 
place un SDAD pilotant l’arrêt des moteurs et la fermeture des registres. 
Les grilles d’amenées d’air des zones de désenfumages seront à déclenchement pneumatique 
afin de permettre une ouverture simultanée avec les exutoires. 
Les verrous électromagnétiques ou gâche seront admis au marquage NFS 61.937 et seront 
équipés de bris de glace de couleur verte. 
Les tourniqués installés à l’entrée de l’établissement se déverrouilleront lors du déclenchement 
du processus de l’alarme. 
Le BAAS de type Pr sera installé au niveau de la caisse, un report d’état sera installé dans le 
bureau de direction. 
Les sanitaires seront équipés de BAAS du type flash afin de respecter l’article GN8. 
La cahier des charges fonctionnelles sera présenté au service de prévention, un plan indiquant les 
issues maintenues fermés par l’équipement d’alarme sera également présenté. ",['21-07-2011'],"[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30]","[205, 217, 228, 240, 251, 261, 272, 284, 293, 304, 313, 324, 335]",20,SSI
confirmer à HSB les modèles de luminaires et haut-parleur  ,['23-06-2011'],[43],[388],874,SSI
fournir tous vos détails en interface avec le bardage  ,['01-12-2011'],[43],[388],939,SSI
"transmettre à SAM+ les fiches produits de vos éléments et leurs poids ( luminaires et 
autres )  qui viennent dans les gaines de ventilation  des bassins ",['30-06-2011'],[43],[388],880,SSI
"équipotentielles 
Tracé des circuits terminaux, fourreaux, nombre et section de câbles, plans de câblage 
des tableaux, suspensions, accrochages, calfeutrements, socles 
Plan de détail d’équipement intérieur des locaux techniques : matériels, gaines, 
canalisations… ",['08-09-2011'],[43],[388],920,SSI
évacuer container,['10-10-2013'],"[86, 87, 88, 89, 90, 91]","[825, 840, 856, 870, 883, 896]",62,SSI
Constat contradictoire en votre présence le 29/03/11 ,['22-03-2011'],"[2, 3]","[12, 20]",20,Lot 1 –FONDATIONS PROFONDES
Fournir vos notes de calculs sans délais dès réception des éléments de SICRE,['05-04-2011'],"[4, 5, 6, 7, 8]","[28, 37, 47, 56, 68]",7,Lot 1 –FONDATIONS PROFONDES
"La vérification des hypothèses de calcul a été effectuée à partir des caractéristiques pressiométriques moyennes obtenues au droit des 
sondages Pr1 à Pr7 (cf. tableaux ci-joints). ",['26-04-2011'],"[6, 7, 8, 9]","[47, 56, 68, 84]",12,Lot 1 –FONDATIONS PROFONDES
"Les résultats obtenus appellent les remarques suivantes :  
▷ 
Ecart compris entre – 2% et  7 % sur les capacités portantes des pieux. Prendre 34 KPa au lieu de 40 KPa au sein de la couche 2 et les 
valeurs de Pl moyen définies dans le tableau ci-joint, 
▷ 
Tassements pour les pieux étudiés sensiblement du même ordre (à vérifier avec les tolérances de tassement des bassins). 
Remarque : les descentes de charge sur pieux périphériques prennent-elles en compte le frottement latéral des remblais d’apport sur les voiles ou un 
dispositif anti-frottement est-il prévu : point à valider. 
LE 04/05/11 : REPONSE FAIRE AU BC ",['26-04-2011'],"[7, 8, 9]","[56, 68, 84]",22,Lot 1 –FONDATIONS PROFONDES
Les têtes de pieux devrons être à l’arase des massifs selon demande du GO ,['22-03-2011'],"[2, 3, 4, 5, 6, 7, 8]","[12, 20, 28, 37, 47, 56, 68]",18,Lot 1 –FONDATIONS PROFONDES
"Suite à vos étude, vous transmettrez au BC et copie SOREIG les proportions de frottement et effet de pointe ",['22-03-2011'],"[2, 3, 4, 5, 6, 7, 8]","[12, 20, 28, 37, 47, 56, 68]",16,Lot 1 –FONDATIONS PROFONDES
"Transmettre au OCTANT  OPC les fiches technique des matériaux et matériels que vous souhaitez mettre en œuvre pour observation / copie 
BC ",['15-03-2011'],"[1, 2, 3, 4, 5, 6, 7, 8]","[5, 12, 20, 28, 37, 47, 56, 68]",3,Lot 1 –FONDATIONS PROFONDES
"Vous avez débuté vos prestations sur les pieux, vous avez réalisé un forage d’essai entre 16 et 18 mètres, vous annoncez une bonne tenue des 
sols traversés 
Livraison machine, livraison des armatures, base vie ",['24-05-2011'],"[10, 11, 12, 13, 14]","[105, 121, 137, 155, 166]",5,Lot 1 –FONDATIONS PROFONDES
Vous présenter afin de faire un point sur vos prestations,['17-05-2011'],"[9, 10, 11, 12]","[84, 105, 121, 137]",19,Lot 1 –FONDATIONS PROFONDES
Vous présentez afin de faire un point sur la transmission du plan de recollement de pieux ,['22-03-2011'],"[2, 3]","[12, 20]",10,Lot 1 –FONDATIONS PROFONDES
Vous présentez afin de faire un point sur les recépage de pieux en présence de TOMMASINI,['22-03-2011'],"[2, 3]","[12, 20]",8,Lot 1 –FONDATIONS PROFONDES
Vous présentez afin de faire un points sur les essais d’impédance des pieux ,['22-03-2011'],"[2, 3]","[12, 20]",12,Lot 1 –FONDATIONS PROFONDES
Chiffrer la fourniture et pose de 4 pieux pour le deuxième pédiluve ,['16-06-2011'],[13],[155],16,Lot 1 –FONDATIONS PROFONDES
Chiffrer la fourniture et pose de 4 pieux pour le deuxième pédiluve A FAIRE ,['16-06-2011'],"[14, 15]","[166, 178]",40,Lot 1 –FONDATIONS PROFONDES
"DEMANDE GO /confirmer par retour si les écarts constatés sur les pieux 42, 53, 56, 61, 78, 164 sont justifiable au calcul 
REPONSE SONDEFOR/ 
Faisant suite à la réception de vos éléments concernant le recollement des pieux 
de l’affaire citée en objet, certains pieux présentent un excentrement supérieur aux tolérances 
du CCTP, à savoir D/8. Le tableau joint récapitule les écarts constatés et pour les pieux dont 
l’excentrement est supérieur à D/8, la charge et le moment induit par l’excentrement. 
Avec ces valeurs, le calcul par le logiciel Robo bat montre que pour les pieux le 
béton seul suffit à reprendre le moment d’excentrement (section théorique = 0.0cm² - sauf pieu 
53 : 0.9 cm² à comparer à 5 HA 14). Or ces pieux sont tous armés, ils sont donc d’autant plus 
en mesure de reprendre le moment d’excentrement. Il n’y a pas d’adaptation à prévoir. ",['07-07-2011'],"[16, 17, 18, 19, 20, 23]","[189, 206, 217, 229, 240, 273]",14,Lot 1 –FONDATIONS PROFONDES
Le géomètre du MO confirme que le plan d’implantation Architecte indice C est conforme au permis de construire ,['24-05-2011'],"[10, 11, 12, 13, 14]","[105, 121, 137, 155, 166]",9,Lot 1 –FONDATIONS PROFONDES
Les résultats obtenus appellent les remarques suivantes :  ,['26-04-2011'],[6],[47],14,Lot 1 –FONDATIONS PROFONDES
Organisation de chantier selon directives de l’OPC ,['15-03-2011'],"[1, 2, 3]","[5, 12, 20]",7,Lot 1 –FONDATIONS PROFONDES
"Point pieux par TOMMASINI /le GO constate des décalages dans les axes des pieux n° 30 (7.5CM pour 5 ;3 autorisé), n°83 («37,8CM pour 
5.3 autorisé). Nous vous demandons donc de procéder à un pré recollement des pieux déjà coulé IMPERATIF ",['16-06-2011'],[13],[155],14,Lot 1 –FONDATIONS PROFONDES
"Point pieux par TOMMASINI /le GO constate des décalages dans les axes des pieux n° 30 (7.5CM pour 5 ;3 autorisé), n°83 («37,8CM pour 5.3 
autorisé). Nous vous demandons donc de procéder à un pré recollement des pieux déjà coulé IMPERATIF 
LE 23/06/11 : Réponse de TOMMASINI 
• 
Pieux 83 :  
o 
notre tableau de contrôle des pieux au 15/06/11 était bien établi sur la base du plan SICRE ind C ce qui doit expliquer 
l'écart important sur ce dernier 
o 
une mise à jour de notre tableau sera faite par notre service méthode d'ici fin de semaine sur la base du plan SICRE 
ind D reçu le 14/06/11 
• 
Pour le pieux 30 : merci de nous confirmer si nous pouvons couler la tête de pieux 
• 
Pour les pieux 43/82/88 : une différence entre écart relevé et maxi (sur base 1/8 du pieux) de moins de 5 mm a été constaté. comme 
vu avec le bureau contrôle le 16/06/11 cela est plus qu'acceptable (tolérance dans la précision du relevé). donc les têtes de pieux 
peuvent être coulées 
• 
Pour ce qui est des pieux 1/7/11/18/30/64/71/72/89 : nous vous remercions de nous confirmer ceux qui peuvent être justifiée et dont 
les têtes de pieux peuvent être coulées 
• 
Pour les essais d'impédance : si votre machine part bien le 23/06/11 et si l'ensemble de la plateforme est nettoyée et renivellée d'ici 
ce soir nous vous confirmons que vous devriez pouvoir faire l'ensemble des essais ce mardi 28/06/11  ",['16-06-2011'],[14],[166],38,Lot 1 –FONDATIONS PROFONDES
"Remarque : les descentes de charge sur pieux périphériques prennent-elles en compte le frottement latéral des remblais d’apport sur les 
voiles ou un dispositif anti-frottement est-il prévu : point à valider. ",['26-04-2011'],[6],[47],23,Lot 1 –FONDATIONS PROFONDES
Suite à la fin des forages et mise en œuvre de l’ensemble des pieux transmettre le plan de recollement des pieux,['16-06-2011'],"[13, 14, 15]","[155, 166, 178]",11,Lot 1 –FONDATIONS PROFONDES
Transmettre DOE ,['15-09-2011'],"[21, 22]","[251, 261]",2,Lot 1 –FONDATIONS PROFONDES
Transmettre les FT des granulats pour les plateformes GO ,['05-04-2011'],"[5, 6, 7, 8]","[37, 47, 56, 68]",10,Lot 1 –FONDATIONS PROFONDES
Transmettre les documents selon liste des documents à transmettre par les entreprises ,['15-03-2011'],"[1, 2, 3]","[5, 12, 20]",5,Lot 1 –FONDATIONS PROFONDES
Transmettre vos DOE ,['20-10-2011'],"[24, 25, 26, 28, 29, 30, 31, 32, 59, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 72, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[284, 293, 304, 313, 324, 335, 348, 361, 429, 445, 461, 475, 489, 502, 516, 529, 542, 555, 574, 593, 609, 627, 645, 662, 679, 692, 705, 718, 731, 745, 760, 774, 789, 804, 819, 834, 849, 864, 878, 891]",2,Lot 1 –FONDATIONS PROFONDES
Transmettre vos essais d’impédance ,['07-07-2011'],"[16, 17, 18, 19, 20, 23]","[189, 206, 217, 229, 240, 273]",16,Lot 1 –FONDATIONS PROFONDES
Transmettre votre plan de recollement de pieux,['30-06-2011'],[15],[178],4,Lot 1 –FONDATIONS PROFONDES
Vous demandez ce jour une validation sur le plan d’implantation des pieux ,['24-05-2011'],"[10, 11, 12]","[105, 121, 137]",7,Lot 1 –FONDATIONS PROFONDES
Vous demandez à la MOE un plan d’implantation classique ,['22-03-2011'],[2],[12],14,Lot 1 –FONDATIONS PROFONDES
Vous proposez au BC des pieux pour essais d’impédance,['09-06-2011'],[12],[137],10,Lot 1 –FONDATIONS PROFONDES
"Vous proposez au BC des pieux pour essais d’impédance
LE 16/06/11 : vous avez proposé des pieux pour vos essais d’impédance au Bureau de Contrôle, ce dernier valide votre proposition ",['09-06-2011'],"[13, 14]","[155, 166]",8,Lot 1 –FONDATIONS PROFONDES
Vous proposez de mettre en place une plateforme pour la mise en œuvre des pieux de la coursive PRM ,['09-06-2011'],"[12, 13, 14]","[137, 155, 166]",12,Lot 1 –FONDATIONS PROFONDES
"dans votre note de calcul du 6.5.11 indice 1, manque 4 pieux: 
214;215;216;217 pour la rampe PMR. 
Merci de bien vouloir retransmettre les notes des pieux omis sans délais ",['10-05-2011'],[8],[68],26,Lot 1 –FONDATIONS PROFONDES
"dans votre note de calcul du 6.5.11 indice 1, manque 4 pieux: 
214;215;216;217 pour la rampe PMR. 
Merci de bien vouloir retransmettre les notes des pieux omis sans délais 
LE 17/05/11 : Réponse de SONDEFOR faite ",['10-05-2011'],[9],[84],18,Lot 1 –FONDATIONS PROFONDES
"▷ 
Ecart compris entre – 2% et  7 % sur les capacités portantes des pieux. Prendre 34 KPa au lieu de 40 KPa au sein de la couche 2 
et les valeurs de Pl moyen définies dans le tableau ci-joint, 
▷ 
Tassements pour les pieux étudiés sensiblement du même ordre (à vérifier avec les tolérances de tassement des bassins). ",['26-04-2011'],[6],[47],20,Lot 1 –FONDATIONS PROFONDES
"Bouchonner les réseaux de COLAS suite à la mise en œuvre des pieux / massifs / longrines de la grue G2  
LE 23/06/11 : A FAIRE ",['16-06-2011'],"[14, 15]","[167, 178]",23,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Chiffrer la f&p d’un fourreau de fort diamètre, (160 / 200), pour le passage du réseau AEP depuis le parvis jusqu’au local de tri selectifs, 
vous devrez respecter un rayon de courbure homogène pour le passage du PE par NOREADE ","['10-05-2011', '17-05-2011']","[8, 9, 10, 11, 12, 13, 14]","[68, 84, 105, 121, 137, 155, 167]",42,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Chiffrer les gaines maçonnées de TA au sous sol en moins value,  IMATEC chiffrera ces gaines en galva","['30-05-2011', '09-06-2011']","[12, 13, 14, 15, 16, 17]","[137, 155, 167, 178, 190, 206]",42,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Communauté d’Agglomération des Portes du Hainaut – Construction d’un Centre Aquatique à St Amand Les Eaux – CR MOE N° 59 
 du 10/01/13 ","['29-09-2011', '24-01-2012', '22-11-2012', '31-01-2013', '07-02-2013', '14-02-2013', '21-02-2013', '14-03-2013', '21-03-2013', '02-05-2013', '04-07-2013', '25-07-2013', '26-09-2013']","[59, 60, 61, 63, 64, 66, 67, 67, 68, 68, 69, 69, 69, 69, 70, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 72, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89]","[429, 445, 461, 489, 502, 516, 529, 529, 542, 542, 555, 555, 555, 555, 574, 574, 574, 574, 593, 593, 593, 609, 609, 609, 627, 627, 627, 645, 662, 679, 692, 705, 718, 731, 745, 760, 774, 789, 804, 819, 834, 849, 864]",53,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Compte tenu que vous avez la charge du gardiennage du chantier durant toute la durée des travaux, veuillez faire le necessaire pour 
sécuriser le site ",['13-12-2012'],"[59, 60, 61, 62]","[429, 445, 461, 475]",79,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Conformément à votre OS n°10, toute cheminée de coulage non supprimée entrainera la dépose immédiate du voile ",['15-09-2011'],"[21, 22]","[251, 261]",92,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"DEMANDE TOMMASINI AU MOE 
Ci dessous les observations que nous avons à faire sur votre CR du 24/05/11 (TC = Tommasini Construction) : 
Généralités :LE CR étant sur 19 pages nous ne pouvons en lire l'intégralité et considérons n'être concerné que pour les points indiqués 
MOU/MOE/SICRE/SPS/ Lot 2 et 3 - si d'autres sujet nous concerne nous vous remercions de nous le faire savoir explicitement dans notre 
chapitre 
REPONSE OCTANT : vous devez prendre connaissance de l’intégralité du CR et nous ne pouvons vous renseigner systématiquement sur les 
points vous concernant sur les autres lots. ",['30-05-2011'],"[11, 12]","[121, 137]",27,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Dépose d’une partie des socles des WC suite plans SUFFIXE 
LE 10/01/13 A FAIRE D URGENCE 
LE 14/02/13 : RAPPEL ",['22-11-2012'],"[61, 62, 63, 64, 66, 67, 68]","[461, 475, 489, 502, 516, 529, 542]",33,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Entreprendre une campagne de reprise des supports sur voiles bétons et cloisons 
Le 10/01/13 : en cours ",['22-11-2012'],"[59, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 72, 72]","[429, 445, 461, 475, 489, 502, 516, 529, 542, 555, 574, 593, 609, 627]",50,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Etancher les regards d’assainissement en rez de jardin, et mettre en place en relation avec les besoins d’ETDE les grilles ou tampons de 
fermeture ; IDEM pour fosse de relevage, voir descriptif à la suite ci dessous ",['21-03-2013'],"[69, 70, 71, 72, 72]","[555, 574, 593, 609, 627]",140,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Etancher les regards d’assainissement en rez de jardin, et mettre en place en relation avec les besoins d’ETDE les grilles ou tampons de fermeture ; 
IDEM pour fosse de relevage, voir descriptif à la suite ci-dessous, POSTE 2.11.2 et 2.11.3 ","['21-02-2013', '21-03-2013']","[74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]","[645, 662, 679, 692, 705, 718, 731, 745, 760, 774, 789, 804, 819, 834]",77,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Etanchéité et drainage des murs de soubassement à mettre en place, bitume, ardoisé et drain à plot suivant CCTP 02.3.6 
LE 21/03/13 : VU avec le BC, Monsieur CASON annonce verbalement en réunion qu’il n’est pas absolument nécessaire du fait que la galerie 
technique soit au dessus des plus hautes eaux, de mettre en place l’étanchéité ardoisée prévue initialement au DCE",['21-02-2013'],"[69, 70, 71, 72, 72, 74]","[555, 574, 593, 609, 627, 645]",78,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
Il manque la présence du géotextile sous les graillons des galeries techniques et du vide sanitaire ,['21-02-2013'],"[64, 66, 67, 68, 69, 70, 71, 72, 72, 74, 75, 76, 77]","[502, 516, 529, 542, 555, 574, 593, 609, 627, 645, 662, 679, 692]",107,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Il à été convenu entre vous et ETDE qu’ETDE trace ses socles de matériel VU
LE 19/01/12 : Les socles i=ont étés tracé par ETDE sur site",['12-01-2012'],"[30, 31, 32]","[335, 348, 361]",48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Isolant locaux chlore en sous face de dalle, idem pour dessous du parvis 
LE 21/03/13 : NON FAIT",['21-02-2013'],"[69, 70, 71, 72, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[555, 574, 593, 609, 627, 645, 662, 679, 692, 705, 718, 731, 745, 760, 774, 789, 804, 819, 834, 849, 864, 878, 891]",66,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"LE 10/05/10 : revoir les quantités de cette prestation comme abordés en réunion, ne sont nécessaire que les zone en remblais => TC : merci 
de préciser sur une coupe le niveau au vous voulez que nous arrêtions 
REPONSE OCTANT : les protections contre voiles sont nécessaire lorsqu’il y a terre ou remblais contre ces derniers pour annuler l’effet de 
frottement des terres et remblais ",['30-05-2011'],"[11, 12]","[121, 137]",32,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Le remblai de la cuve en place est non conforme au CCTP, à reprendre ou chiffrer moins value en conséquence 
LE 21/03/13 : NON FAIT",['21-02-2013'],"[69, 70, 71, 72, 72]","[555, 574, 593, 609, 627]",71,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Merci de bien vouloir relancer le BC sur les produits de cuvelage, (en rappel la non-conformité était liée à la mise en œuvre et non au 
produit), le cuvelage n’est pas étanche au niveau des « nids de graviers », à reprendre donc. ",['20-10-2011'],"[24, 25]","[284, 293]",43,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
Mettre en œuvre formes de pente des pédiluves extérieurs suivant poste 02.5.4 de votre CCTP ,['04-07-2013'],"[76, 77, 78, 79, 80, 84]","[679, 692, 705, 718, 731, 789]",89,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre la cloison en parpaing dans douches D4 voir plan architecte 
LE 14/02/13 : NON FAIT",['24-01-2012'],"[63, 64, 66, 67, 68]","[489, 502, 516, 529, 542]",48,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre la finition pour fermeture de la porte en vide sanitaire, porte n°13 
LE 02/05/13 : NON FAIT ","['21-02-2013', '14-03-2013']","[69, 70, 71, 72, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86]","[555, 574, 593, 609, 627, 645, 662, 679, 692, 705, 718, 731, 745, 760, 774, 789, 804, 819]",127,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre la tablette de la zone change bébé 
LE 02/05/13 : Pas de plans PAC et mise en œuvre non faite ",['10-01-2013'],"[69, 70, 71, 72, 72]","[555, 574, 593, 609, 627]",43,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre la ventilation basse du local PAC selon chiffrage GO 
LE 21/03/13 : NON FAIT",['21-02-2013'],"[69, 70]","[555, 574]",92,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre les enduits des locaux chlore  
LE 21/03/13 : Suite point BC et tenu au feu des parpaings sans enduits il n’est pas nécessaire de mettre en œuvre les enduits, chiffrer la 
moins value correspondante sur les deux faces compris refends ",['07-02-2013'],"[69, 70, 71, 72, 72]","[555, 574, 593, 609, 627]",50,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre les enduits des vestiaires groupes 
LE 14/02/13 : NON FAIT ",['13-09-2012'],"[63, 64, 66, 67, 68, 69]","[489, 502, 516, 529, 542, 555]",25,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre les linteaux manquants suivant plan ST 105D, vous n’avez pas réalisé ces derniers, voir plan de localisation transmis par 
l’OPC  ",['31-01-2013'],"[61, 62]","[461, 475]",58,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
Mettre en œuvre les ouvrages du parvis pour pose des pavés à venir suite ré intervention d’un lot étanchéité ,['23-05-2013'],"[72, 74]","[627, 645]",118,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre les socles des DEP et autres équipements 
LE 14/02/13 : NON FAIT ",['07-02-2013'],"[63, 64, 66, 67, 68, 69]","[489, 502, 516, 529, 542, 555]",83,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre les socles des pédiluves intérieurs au droit des pièces de goulottes 
LE 14/02/13 : NON FAIT",['06-12-2012'],"[63, 64, 66, 67, 68, 69, 70, 74]","[489, 502, 516, 529, 542, 555, 574, 645]",42,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre les surbaux des gaines des vestiaires groupe à +10cm du fini 
LE 02/05/13 : FAIT ",['21-02-2013'],"[69, 70, 71, 72, 72]","[555, 574, 593, 609, 627]",86,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Mettre en œuvre un socle dans l’alignement des voiles béton pour mise en œuvre par BAUTERS des plinthes 
LE 02/05/13 : NON FAIT ",['14-03-2013'],"[69, 70, 71, 72, 72, 74, 75]","[555, 574, 593, 609, 627, 645, 662]",121,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Moins value socle accueil MNS 
LE 21/03/13 : NON FAIT",['21-02-2013'],"[69, 70, 71, 72, 72]","[555, 574, 593, 609, 627]",98,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
Page 6 sur 16 ,"['29-09-2011', '24-01-2012', '22-11-2012', '31-01-2013', '07-02-2013', '14-02-2013', '21-02-2013', '14-03-2013', '21-03-2013', '02-05-2013', '04-07-2013', '25-07-2013', '26-09-2013']","[59, 60, 61, 63, 64, 66, 67, 67, 68, 68, 69, 69, 69, 69, 70, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 72, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89]","[429, 445, 461, 489, 502, 516, 529, 529, 542, 542, 555, 555, 555, 555, 574, 574, 574, 574, 593, 593, 593, 609, 609, 609, 627, 627, 627, 645, 662, 679, 692, 705, 718, 731, 745, 760, 774, 789, 804, 819, 834, 849, 864]",55,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Point 02.4.7 mettre en œuvre le cuvelage des gaines amenées d’air, fiche technique à transmettre au BC y compris coupe sur gaine à 
présenter au BC ",['21-02-2013'],"[64, 66, 67, 68]","[502, 516, 529, 542]",110,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Point 02.4.7 mettre en œuvre le cuvelage des gaines amenées d’air, fiche technique à transmettre au BC y compris coupe sur gaine à présenter au BC 
LE 06/06/13 : Non fait",['21-02-2013'],"[69, 70, 71, 72, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86]","[555, 574, 593, 609, 627, 645, 662, 679, 692, 705, 718, 731, 745, 760, 774, 789, 804, 819]",83,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Point a faire sur les protections contre voile  
LE 10/05/10 : revoir les quantités de cette prestation comme abordés en réunion, ne sont nécessaire que les zone en remblais 
LE 09/06/11 : suite au point fait par téléphone, et sous réserve de l’acceptation du BC les zone à protéger doivent être à + 0.15CM du TN ",['04-05-2011'],"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30]","[137, 155, 167, 178, 190, 206, 217, 229, 241, 251, 261, 273, 284, 293, 304, 313, 324, 335]",8,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Point et observations du Bureau de Contrôle 
• 
Plan ST101 A PL HAUT REZ DE JARDIN : ZONE BASSIN SPORTIF 01/07/2011 04/07/2011 OB 
Fournir l'avis technique des panneaux préfabriqués fixés sur poutres voiles, pour avis 
• 
Plan ST222 0 PL HT REZ DE JARDIN ZONE BASSIN LUDIQUE PLAGES 
ARMATURES INFERIEURES 
11/07/2011 13/07/2011 OB 
Fournir avis technique favorable du CSTB des goujons utilisés, pour avis 
A FAIRE 
• 
Plan ST228 0 PL HT REZ DE CHAUSSEE ETAGE : ZONE BASSIN LUDIQUE 
ELEVATIONS VOILES 
11/07/2011 13/07/2011 OB 
Fournir avis technique favorable du CSTB des goujons utilisés, pour avis 
A FAIRE 
• 
Plan ST237 0 REPARTITION ATTENTES ""HSB"" SUR DALLE BASSE BASSIN ZONE 
BASSIN SPORTIF 
08/07/2011 13/07/2011 OB 
Préciser la nature et caractéristiques de la résine utilisée pour scellements, pour avis 
Vous annoncez de la HY 150 HILTI pour information, vous transmettrez les fiches technique au BC",['21-07-2011'],"[20, 21, 22, 23]","[241, 251, 261, 273]",33,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Point fait sur les platines de pré scellement des poteaux de charpente et sur les DEP dans massifs béton : suite au fait transmettre votre point
de vue ",['30-05-2011'],"[11, 12, 13, 14, 15]","[121, 137, 155, 167, 178]",12,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Point pieux/vous constaté des décalages dans les axes des pieux n° 30 (7.5CM pour 5 ;3 autorisé), n°83 («37,8CM pour 5.3 autorisé). ",['16-06-2011'],"[13, 14]","[155, 167]",25,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Prendre contact avec votre fournisseur de panneau de brique acoustique pour mise en œuvre d’une laine acoustique noire en remplacement 
de la laine présentée dans l’échantillon ",['25-08-2011'],"[18, 19, 20, 23]","[217, 229, 241, 273]",44,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
"Prendre en compte la demande d’OCTANT suite à l’erreur de DETDE, mettre en place des réservations de 30X30 sur les réservations des 
siphons des sols pour calepinage du carrelage ",['25-08-2011'],"[18, 19, 20, 23]","[217, 229, 241, 273]",52,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE
